timestamp,message
1733345923714,"#metrics {""StartTime"": 1733345923.2777965, ""EndTime"": 1733345923.2778025, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 0, ""model"": 24}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.7874507892131806, ""count"": 1, ""min"": 0.7874507892131806, ""max"": 0.7874507892131806}}}"
1733345923715,"#metrics {""StartTime"": 1733345923.2778227, ""EndTime"": 1733345923.2778287, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 0, ""model"": 25}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.7910717296600341, ""count"": 1, ""min"": 0.7910717296600341, ""max"": 0.7910717296600341}}}"
1733345923715,"#metrics {""StartTime"": 1733345923.2778492, ""EndTime"": 1733345923.277855, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 0, ""model"": 26}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.7901136192679405, ""count"": 1, ""min"": 0.7901136192679405, ""max"": 0.7901136192679405}}}"
1733345923715,"#metrics {""StartTime"": 1733345923.27788, ""EndTime"": 1733345923.277886, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 0, ""model"": 27}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.7899167013168334, ""count"": 1, ""min"": 0.7899167013168334, ""max"": 0.7899167013168334}}}"
1733345923715,"#metrics {""StartTime"": 1733345923.2779064, ""EndTime"": 1733345923.2779124, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 0, ""model"": 28}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.9033439728617668, ""count"": 1, ""min"": 0.9033439728617668, ""max"": 0.9033439728617668}}}"
1733345923715,"#metrics {""StartTime"": 1733345923.277935, ""EndTime"": 1733345923.277941, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 0, ""model"": 29}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.9107163572311401, ""count"": 1, ""min"": 0.9107163572311401, ""max"": 0.9107163572311401}}}"
1733345923715,"#metrics {""StartTime"": 1733345923.2779615, ""EndTime"": 1733345923.2779675, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 0, ""model"": 30}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.8827376985549926, ""count"": 1, ""min"": 0.8827376985549926, ""max"": 0.8827376985549926}}}"
1733345923715,"#metrics {""StartTime"": 1733345923.2779925, ""EndTime"": 1733345923.2779984, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 0, ""model"": 31}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.8828207096457481, ""count"": 1, ""min"": 0.8828207096457481, ""max"": 0.8828207096457481}}}"
1733345923715,"[12/04/2024 20:58:43 INFO 140003444303680] #quality_metric: host=algo-1, epoch=0, train absolute_loss_objective <loss>=0.6549239861965179"
1733345923715,"[12/04/2024 20:58:43 INFO 140003444303680] #early_stopping_criteria_metric: host=algo-1, epoch=0, criteria=absolute_loss_objective, value=0.22472854506224393"
1733345923715,[12/04/2024 20:58:43 INFO 140003444303680] Epoch 0: Loss improved. Updating best model
1733345923715,[12/04/2024 20:58:43 INFO 140003444303680] Saving model for epoch: 0
1733345923715,"[12/04/2024 20:58:43 INFO 140003444303680] Saved checkpoint to ""/tmp/tmphgmqhsyf/mx-mod-0000.params"""
1733345923715,"[12/04/2024 20:58:43 INFO 140003444303680] #progress_metric: host=algo-1, completed 20.0 % of epochs"
1733345923715,"#metrics {""StartTime"": 1733345922.2485926, ""EndTime"": 1733345923.2867172, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 0, ""Meta"": ""training_data_iter""}, ""Metrics"": {""Total Records Seen"": {""sum"": 805.0, ""count"": 1, ""min"": 805, ""max"": 805}, ""Total Batches Seen"": {""sum"": 161.0, ""count"": 1, ""min"": 161, ""max"": 161}, ""Max Records Seen Between Resets"": {""sum"": 400.0, ""count"": 1, ""min"": 400, ""max"": 400}, ""Max Batches Seen Between Resets"": {""sum"": 80.0, ""count"": 1, ""min"": 80, ""max"": 80}, ""Reset Count"": {""sum"": 3.0, ""count"": 1, ""min"": 3, ""max"": 3}, ""Number of Records Since Last Reset"": {""sum"": 400.0, ""count"": 1, ""min"": 400, ""max"": 400}, ""Number of Batches Since Last Reset"": {""sum"": 80.0, ""count"": 1, ""min"": 80, ""max"": 80}}}"
1733345923715,"[12/04/2024 20:58:43 INFO 140003444303680] #throughput_metric: host=algo-1, train throughput=385.2727003004156 records/second"
1733345924716,"[2024-12-04 20:58:44.509] [tensorio] [info] epoch_stats={""data_pipeline"": ""/opt/ml/input/data/train"", ""epoch"": 6, ""duration"": 1222, ""num_examples"": 80, ""num_bytes"": 19200}"
1733345924717,"#metrics {""StartTime"": 1733345924.5098267, ""EndTime"": 1733345924.5098858, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 1, ""model"": 0}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.397561923712492, ""count"": 1, ""min"": 0.397561923712492, ""max"": 0.397561923712492}}}"
1733345924720,"#metrics {""StartTime"": 1733345924.5099528, ""EndTime"": 1733345924.5099628, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 1, ""model"": 1}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.39475918337702753, ""count"": 1, ""min"": 0.39475918337702753, ""max"": 0.39475918337702753}}}"
1733345924720,"#metrics {""StartTime"": 1733345924.5099888, ""EndTime"": 1733345924.5099957, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 1, ""model"": 2}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.3996320302784443, ""count"": 1, ""min"": 0.3996320302784443, ""max"": 0.3996320302784443}}}"
1733345924720,"#metrics {""StartTime"": 1733345924.5100183, ""EndTime"": 1733345924.510039, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 1, ""model"": 3}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.39388569325208667, ""count"": 1, ""min"": 0.39388569325208667, ""max"": 0.39388569325208667}}}"
1733345924720,"#metrics {""StartTime"": 1733345924.5100622, ""EndTime"": 1733345924.5100677, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 1, ""model"": 4}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.15488210014998913, ""count"": 1, ""min"": 0.15488210014998913, ""max"": 0.15488210014998913}}}"
1733345924720,"#metrics {""StartTime"": 1733345924.5100849, ""EndTime"": 1733345924.5100896, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 1, ""model"": 5}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.15193733934313058, ""count"": 1, ""min"": 0.15193733934313058, ""max"": 0.15193733934313058}}}"
1733345924720,"#metrics {""StartTime"": 1733345924.5101063, ""EndTime"": 1733345924.510111, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 1, ""model"": 6}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.1545743066072464, ""count"": 1, ""min"": 0.1545743066072464, ""max"": 0.1545743066072464}}}"
1733345924720,"#metrics {""StartTime"": 1733345924.5101273, ""EndTime"": 1733345924.5101316, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 1, ""model"": 7}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.15734283603727817, ""count"": 1, ""min"": 0.15734283603727817, ""max"": 0.15734283603727817}}}"
1733345924721,"#metrics {""StartTime"": 1733345924.510148, ""EndTime"": 1733345924.5101528, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 1, ""model"": 8}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.4467665545642376, ""count"": 1, ""min"": 0.4467665545642376, ""max"": 0.4467665545642376}}}"
1733345924721,"#metrics {""StartTime"": 1733345924.5101688, ""EndTime"": 1733345924.5101736, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 1, ""model"": 9}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.3696262088418007, ""count"": 1, ""min"": 0.3696262088418007, ""max"": 0.3696262088418007}}}"
1733345924721,"#metrics {""StartTime"": 1733345924.5101893, ""EndTime"": 1733345924.5101938, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 1, ""model"": 10}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.3937344565987587, ""count"": 1, ""min"": 0.3937344565987587, ""max"": 0.3937344565987587}}}"
