timestamp,message
1733347356725,"#metrics {""StartTime"": 1733347356.608786, ""EndTime"": 1733347356.6087961, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 4, ""model"": 21}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.4249285487830639, ""count"": 1, ""min"": 0.4249285487830639, ""max"": 0.4249285487830639}}}"
1733347356725,"#metrics {""StartTime"": 1733347356.6088226, ""EndTime"": 1733347356.6088324, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 4, ""model"": 22}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.37813076466321943, ""count"": 1, ""min"": 0.37813076466321943, ""max"": 0.37813076466321943}}}"
1733347356725,"#metrics {""StartTime"": 1733347356.6088655, ""EndTime"": 1733347356.6088753, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 4, ""model"": 23}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.4479523704946041, ""count"": 1, ""min"": 0.4479523704946041, ""max"": 0.4479523704946041}}}"
1733347356725,"#metrics {""StartTime"": 1733347356.608904, ""EndTime"": 1733347356.6089137, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 4, ""model"": 24}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.7871889689564705, ""count"": 1, ""min"": 0.7871889689564705, ""max"": 0.7871889689564705}}}"
1733347356725,"#metrics {""StartTime"": 1733347356.6089394, ""EndTime"": 1733347356.608949, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 4, ""model"": 25}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.7886565464735031, ""count"": 1, ""min"": 0.7886565464735031, ""max"": 0.7886565464735031}}}"
1733347356725,"#metrics {""StartTime"": 1733347356.6089807, ""EndTime"": 1733347356.6089904, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 4, ""model"": 26}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.7871807795763016, ""count"": 1, ""min"": 0.7871807795763016, ""max"": 0.7871807795763016}}}"
1733347356725,"#metrics {""StartTime"": 1733347356.6090188, ""EndTime"": 1733347356.609028, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 4, ""model"": 27}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.7886873251199722, ""count"": 1, ""min"": 0.7886873251199722, ""max"": 0.7886873251199722}}}"
1733347356725,"#metrics {""StartTime"": 1733347356.609063, ""EndTime"": 1733347356.6090727, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 4, ""model"": 28}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.8213141342997551, ""count"": 1, ""min"": 0.8213141342997551, ""max"": 0.8213141342997551}}}"
1733347356725,"#metrics {""StartTime"": 1733347356.6091065, ""EndTime"": 1733347356.6091151, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 4, ""model"": 29}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.867317915558815, ""count"": 1, ""min"": 0.867317915558815, ""max"": 0.867317915558815}}}"
1733347356725,"#metrics {""StartTime"": 1733347356.6091433, ""EndTime"": 1733347356.6091511, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 4, ""model"": 30}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.8518488395214081, ""count"": 1, ""min"": 0.8518488395214081, ""max"": 0.8518488395214081}}}"
1733347356725,"#metrics {""StartTime"": 1733347356.6091766, ""EndTime"": 1733347356.6091847, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 4, ""model"": 31}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.866387277841568, ""count"": 1, ""min"": 0.866387277841568, ""max"": 0.866387277841568}}}"
1733347356725,"[12/04/2024 21:22:36 INFO 139730080646976] #quality_metric: host=algo-1, epoch=4, train absolute_loss_objective <loss>=0.12011647999286651"
1733347356725,"[12/04/2024 21:22:36 INFO 139730080646976] #early_stopping_criteria_metric: host=algo-1, epoch=4, criteria=absolute_loss_objective, value=0.1185301198065281"
1733347356725,[12/04/2024 21:22:36 INFO 139730080646976] Epoch 4: Loss improved. Updating best model
1733347356725,[12/04/2024 21:22:36 INFO 139730080646976] Saving model for epoch: 4
1733347356725,"[12/04/2024 21:22:36 INFO 139730080646976] Saved checkpoint to ""/tmp/tmpnhqoeevm/mx-mod-0000.params"""
1733347356725,"[12/04/2024 21:22:36 INFO 139730080646976] #progress_metric: host=algo-1, completed 50.0 % of epochs"
1733347356725,"#metrics {""StartTime"": 1733347355.2305024, ""EndTime"": 1733347356.617679, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 4, ""Meta"": ""training_data_iter""}, ""Metrics"": {""Total Records Seen"": {""sum"": 2405.0, ""count"": 1, ""min"": 2405, ""max"": 2405}, ""Total Batches Seen"": {""sum"": 481.0, ""count"": 1, ""min"": 481, ""max"": 481}, ""Max Records Seen Between Resets"": {""sum"": 400.0, ""count"": 1, ""min"": 400, ""max"": 400}, ""Max Batches Seen Between Resets"": {""sum"": 80.0, ""count"": 1, ""min"": 80, ""max"": 80}, ""Reset Count"": {""sum"": 7.0, ""count"": 1, ""min"": 7, ""max"": 7}, ""Number of Records Since Last Reset"": {""sum"": 400.0, ""count"": 1, ""min"": 400, ""max"": 400}, ""Number of Batches Since Last Reset"": {""sum"": 80.0, ""count"": 1, ""min"": 80, ""max"": 80}}}"
1733347356725,"[12/04/2024 21:22:36 INFO 139730080646976] #throughput_metric: host=algo-1, train throughput=288.33004454218207 records/second"
1733347358726,"[2024-12-04 21:22:37.806] [tensorio] [info] epoch_stats={""data_pipeline"": ""/opt/ml/input/data/train"", ""epoch"": 14, ""duration"": 1188, ""num_examples"": 80, ""num_bytes"": 19200}"
1733347358726,"#metrics {""StartTime"": 1733347357.8062317, ""EndTime"": 1733347357.806292, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 5, ""model"": 0}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.1196117465943098, ""count"": 1, ""min"": 0.1196117465943098, ""max"": 0.1196117465943098}}}"
1733347358726,"#metrics {""StartTime"": 1733347357.8063583, ""EndTime"": 1733347357.8063693, ""Dimensions"": {""Algorithm"": ""Linear Learner"", ""Host"": ""algo-1"", ""Operation"": ""training"", ""epoch"": 5, ""model"": 1}, ""Metrics"": {""train_absolute_loss_objective"": {""sum"": 0.12358197938650846, ""count"": 1, ""min"": 0.12358197938650846, ""max"": 0.12358197938650846}}}"
